week_date,top_song,top_artist,tv_programs,magazine_titles,radio_top_tracks
1983-10-10,Total Eclipse Of The Heart,Bonnie Tyler,,,
1983-10-17,Total Eclipse Of The Heart,Bonnie Tyler,,,
1983-10-24,Islands In The Stream,Kenny Rogers Duet,,,
1983-10-31,Islands In The Stream,Kenny Rogers Duet,,,
1983-11-07,All Night Long (All Night),Lionel Richie,,,
1983-11-14,All Night Long (All Night),Lionel Richie,,,
1983-11-21,All Night Long (All Night),Lionel Richie,,,
1983-11-28,All Night Long (All Night),Lionel Richie,,,
1983-12-05,Say Say Say,Paul Mccartney And Michael Jackson,,,
1983-12-12,Say Say Say,Paul Mccartney And Michael Jackson,,,
1983-12-19,Say Say Say,Paul Mccartney And Michael Jackson,,,
1983-12-26,Say Say Say,Paul Mccartney And Michael Jackson,1984 TV Guide Fall Preview; CIA Reading Room cia-rdp86m00886r001500010007-1: TRANSCRIPT OF PICKERING/GORMAN BRIEFING; TALKING POINTS ON EL SALVADOR; TV GUIDE ARTICLE; TV Guide (Hawaii Edition--1984),"1984 TV Guide Fall Preview; Appalachia, a regional geography : land, people, and development; Attitudes of Young People in China to Family Formation. A Study in Urban and Rural Areas in Beijing and Sichuan.; Billboard; CIA Reading Room cia-rdp86m00886r001500010007-1: TRANSCRIPT OF PICKERING/GORMAN BRIEFING; TALKING POINTS ON EL SALVADOR; TV GUIDE ARTICLE",
1984-01-02,Say Say Say,Paul Mccartney And Michael Jackson,,,
1984-01-09,Say Say Say,Paul Mccartney And Michael Jackson,,,
1984-01-16,Owner Of A Lonely Heart,Yes,,,
1984-01-23,Owner Of A Lonely Heart,Yes,,,
1984-01-30,Karma Chameleon,Culture Club,,,
1984-02-06,Karma Chameleon,Culture Club,,,
1984-02-13,Karma Chameleon,Culture Club,,,
1984-02-20,Jump,Van Halen,,,
1984-02-27,Jump,Van Halen,,,
1984-03-05,Jump,Van Halen,,,
1984-03-12,Jump,Van Halen,,,
1984-03-19,Jump,Van Halen,,,
1984-03-26,Footloose,Kenny Loggins,,,
1984-04-02,Footloose,Kenny Loggins,,,
1984-04-09,Footloose,Kenny Loggins,,,
1984-04-16,Against All Odds (Take A Look At Me Now),Phil Collins,,,
1984-04-23,Against All Odds (Take A Look At Me Now),Phil Collins,,,
1984-04-30,Against All Odds (Take A Look At Me Now),Phil Collins,,,
1984-05-07,Hello,Lionel Richie,,,
1984-05-14,Hello,Lionel Richie,,,
1984-05-21,Let's Hear It For The Boy,Deniece Williams,,,
1984-05-28,Let's Hear It For The Boy,Deniece Williams,,,
1984-06-04,Time After Time,Cyndi Lauper,,,
1984-06-11,Time After Time,Cyndi Lauper,,,
1984-06-18,The Reflex,Duran Duran,,,
1984-06-25,The Reflex,Duran Duran,,,
1984-07-02,When Doves Cry,Prince,,,
1984-07-09,When Doves Cry,Prince,,,
1984-07-16,When Doves Cry,Prince,,,
1984-07-23,When Doves Cry,Prince,,,
1984-07-30,When Doves Cry,Prince,,,
1984-08-06,Ghostbusters,Ray Parker Jr,,,
1984-08-13,Ghostbusters,Ray Parker Jr,,,
1984-08-20,Ghostbusters,Ray Parker Jr,,,
1984-08-27,What's Love Got To Do With It,Tina Turner,,,
1984-09-03,What's Love Got To Do With It,Tina Turner,,,
1984-09-10,What's Love Got To Do With It,Tina Turner,,,
1984-09-17,Missing You,John Waite,,,
1984-09-24,Let's Go Crazy,Prince And The Revolution,,,
1984-10-01,Let's Go Crazy,Prince And The Revolution,,,
1984-10-08,I Just Called To Say I Love You,Stevie Wonder,,,
1984-10-15,I Just Called To Say I Love You,Stevie Wonder,,,
1984-10-22,I Just Called To Say I Love You,Stevie Wonder,,,
1984-10-29,Caribbean Queen (No More Love On The Run),Billy Ocean,,,
1984-11-05,Caribbean Queen (No More Love On The Run),Billy Ocean,,,
1984-11-12,Wake Me Up Before You Go-Go,Wham!,,,
1984-11-19,Wake Me Up Before You Go-Go,Wham!,,,
1984-11-26,Wake Me Up Before You Go-Go,Wham!,,,
1984-12-03,Out Of Touch,Daryl Hall undefined John Oates,,,
1984-12-10,Out Of Touch,Daryl Hall undefined John Oates,,,
1984-12-17,Like A Virgin,Madonna,,,
1984-12-24,Like A Virgin,Madonna,,,
1984-12-31,Like A Virgin,Madonna,TV Guide 6 15 85,"""A man of books and a man of the people"" : E.Y. Mullins and the crisis of moderate Southern Baptist leadership; A New voice for a new people : midwestern poetry, 1800-1910; Access guide to parks and recreation in North Carolina for people who need special assistance; An Antidote for Aliteracy: Aliteracy - People Who Can Read but Won't.; Big Words for Little People (A Happy Day Coloring Book)",
1985-01-07,Like A Virgin,Madonna,,,
1985-01-14,Like A Virgin,Madonna,,,
1985-01-21,Like A Virgin,Madonna,,,
1985-01-28,I Want To Know What Love Is,Foreigner,,,
1985-02-04,I Want To Know What Love Is,Foreigner,,,
1985-02-11,Careless Whisper,Wham!,,,
1985-02-18,Careless Whisper,Wham!,,,
1985-02-25,Careless Whisper,Wham!,,,
1985-03-04,Can't Fight This Feeling,Reo Speedwagon,,,
1985-03-11,Can't Fight This Feeling,Reo Speedwagon,,,
1985-03-18,Can't Fight This Feeling,Reo Speedwagon,,,
1985-03-25,One More Night,Phil Collins,,,
1985-04-01,One More Night,Phil Collins,,,
1985-04-08,We Are The World,Usa For Africa,,,
1985-04-15,We Are The World,Usa For Africa,,,
1985-04-22,We Are The World,Usa For Africa,,,
1985-04-29,We Are The World,Usa For Africa,,,
1985-05-06,Crazy For You,Madonna,,,
1985-05-13,Don't You (Forget About Me),Simple Minds,,,
1985-05-20,Everything She Wants,Wham!,,,
1985-05-27,Everything She Wants,Wham!,,,
1985-06-03,Everybody Wants To Rule The World,Tears For Fears,,,
1985-06-10,Everybody Wants To Rule The World,Tears For Fears,,,
1985-06-17,Heaven,Bryan Adams,,,
1985-06-24,Heaven,Bryan Adams,,,
1985-07-01,Sussudio,Phil Collins,,,
1985-07-08,A View To A Kill,Duran Duran,,,
1985-07-15,A View To A Kill,Duran Duran,,,
1985-07-22,Everytime You Go Away,Paul Young,,,
1985-07-29,Shout,Tears For Fears,,,
1985-08-05,Shout,Tears For Fears,,,
1985-08-12,Shout,Tears For Fears,,,
1985-08-19,The Power Of Love,Huey Lewis,,,
1985-08-26,The Power Of Love,Huey Lewis,,,
1985-09-02,St. Elmo's Fire (Man In Motion),John Parr,,,
1985-09-09,St. Elmo's Fire (Man In Motion),John Parr,,,
1985-09-16,Money For Nothing,Dire Straits,,,
1985-09-23,Money For Nothing,Dire Straits,,,
1985-09-30,Money For Nothing,Dire Straits,,,
1985-10-07,Oh Sheila,Ready For The World,,,
1985-10-14,Take On Me,A-ha,,,
1985-10-21,Saving All My Love For You,Whitney Houston,,,
1985-10-28,Part-Time Lover,Stevie Wonder,,,
1985-11-04,Miami Vice Theme,Jan Hammer,,,
1985-11-11,We Built This City,Starship,,,
1985-11-18,We Built This City,Starship,,,
1985-11-25,Separate Lives,Phil Collins And Marilyn Martin,,,
1985-12-02,Broken Wings,Mr. Mister,,,
1985-12-09,Broken Wings,Mr. Mister,,,
1985-12-16,"Say You, Say Me",Lionel Richie,,,
1985-12-23,"Say You, Say Me",Lionel Richie,,,
1985-12-30,"Say You, Say Me",Lionel Richie,"1986 08 02 TV Guide; ERIC ED270749: Ignoring Change: An Evaluation of ""TV Guide"" Covers, 1970-1979.; Ignoring Change: An Evaluation of ""TV Guide"" Covers, 1970-1979.; TV Guide - July - 05 - 11 - 1986; TV Guide January 25 - 31 1986","1986 08 02 TV Guide; All male and female persons seventeen years of age or over listed in the city of Everett as of January 1, 1986; Billboard; Burgundy : the country, the wines, the people; Cryptosporidiosis : a cosmopolitan disease in animals and in man",
1986-01-06,"Say You, Say Me",Lionel Richie,,,
1986-01-13,That's What Friends Are For,Dionne,,,
1986-01-20,That's What Friends Are For,Dionne,,,
1986-01-27,That's What Friends Are For,Dionne,,,
1986-02-03,That's What Friends Are For,Dionne,,,
1986-02-10,How Will I Know,Whitney Houston,,,
1986-02-17,How Will I Know,Whitney Houston,,,
1986-02-24,Kyrie,Mr. Mister,,,
1986-03-03,Kyrie,Mr. Mister,,,
1986-03-10,Sara,Starship,,,
1986-03-17,These Dreams,Heart,,,
1986-03-24,Rock Me Amadeus,Falco,,,
1986-03-31,Rock Me Amadeus,Falco,,,
1986-04-07,Rock Me Amadeus,Falco,,,
1986-04-14,Kiss,Prince And The Revolution,,,
1986-04-21,Kiss,Prince And The Revolution,,,
1986-04-28,Addicted To Love,Robert Palmer,,,
1986-05-05,West End Girls,Pet Shop Boys,,,
1986-05-12,Greatest Love Of All,Whitney Houston,,,
1986-05-19,Greatest Love Of All,Whitney Houston,,,
1986-05-26,Greatest Love Of All,Whitney Houston,,,
1986-06-02,Live To Tell,Madonna,,,
1986-06-09,On My Own,Patti Labelle,,,
1986-06-16,On My Own,Patti Labelle,,,
1986-06-23,On My Own,Patti Labelle,,,
1986-06-30,There'll Be Sad Songs (To Make You Cry),Billy Ocean,,,
1986-07-07,Holding Back The Years,Simply Red,,,
1986-07-14,Invisible Touch,Genesis,,,
1986-07-21,Sledgehammer,Peter Gabriel,,,
1986-07-28,"Glory Of Love (Theme From ""The Karate Kid Part II"")",Peter Cetera,,,
1986-08-04,"Glory Of Love (Theme From ""The Karate Kid Part II"")",Peter Cetera,,,
1986-08-11,Papa Don't Preach,Madonna,,,
1986-08-18,Papa Don't Preach,Madonna,,,
1986-08-25,Higher Love,Steve Winwood,,,
1986-09-01,Venus,Bananarama,,,
1986-09-08,"Take My Breath Away (Love Theme From ""Top Gun"")",Berlin,,,
1986-09-15,Stuck With You,Huey Lewis,,,
1986-09-22,Stuck With You,Huey Lewis,,,
1986-09-29,Stuck With You,Huey Lewis,,,
1986-10-06,When I Think Of You,Janet Jackson,,,
1986-10-13,When I Think Of You,Janet Jackson,,,
1986-10-20,True Colors,Cyndi Lauper,,,
1986-10-27,True Colors,Cyndi Lauper,,,
1986-11-03,Amanda,Boston,,,
1986-11-10,Amanda,Boston,,,
1986-11-17,Human,The Human League,,,
1986-11-24,You Give Love A Bad Name,Bon Jovi,,,
1986-12-01,The Next Time I Fall,Peter Cetera,,,
1986-12-08,The Way It Is,Bruce Hornsby,,,
1986-12-15,Walk Like An Egyptian,The Bangles,,,
1986-12-22,Walk Like An Egyptian,The Bangles,,,
1986-12-29,Walk Like An Egyptian,The Bangles,,"1987 Mad Magazine Celebrity HeadBalls Back Cover; 20 Years of Rolling Stone; What a Long, Strange Trip It's Been; 20 years of Rolling Stone : what a long, strange trip it's been; 20 years of Rolling stone : what a long, strange trip it's been; A Neglected Challenge: Minority Participation in Higher Education. Occasional Paper No. Seventeen.",
1987-01-05,Walk Like An Egyptian,The Bangles,,,
1987-01-12,Shake You Down,Gregory Abbott,,,
1987-01-19,At This Moment,Billy Vera,,,
1987-01-26,At This Moment,Billy Vera,,,
1987-02-02,Open Your Heart,Madonna,,,
1987-02-09,Livin' On A Prayer,Bon Jovi,,,
1987-02-16,Livin' On A Prayer,Bon Jovi,,,
1987-02-23,Livin' On A Prayer,Bon Jovi,,,
1987-03-02,Livin' On A Prayer,Bon Jovi,,,
1987-03-09,Jacob's Ladder,Huey Lewis,,,
1987-03-16,Lean On Me,Club Nouveau,,,
1987-03-23,Lean On Me,Club Nouveau,,,
1987-03-30,Nothing's Gonna Stop Us Now,Starship,,,
1987-04-06,Nothing's Gonna Stop Us Now,Starship,,,
1987-04-13,I Knew You Were Waiting (For Me),Aretha Franklin,,,
1987-04-20,I Knew You Were Waiting (For Me),Aretha Franklin,,,
1987-04-27,(I Just) Died In Your Arms,Cutting Crew,,,
1987-05-04,(I Just) Died In Your Arms,Cutting Crew,,,
1987-05-11,With Or Without You,U2,,,
1987-05-18,With Or Without You,U2,,,
1987-05-25,With Or Without You,U2,,,
1987-06-01,You Keep Me Hangin' On,Kim Wilde,,,
1987-06-08,Always,Atlantic Starr,,,
1987-06-15,Head To Toe,Lisa Lisa And Cult Jam,,,
1987-06-22,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,,,
1987-06-29,I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,,,
1987-07-06,Alone,Heart,,,
1987-07-13,Alone,Heart,,,
1987-07-20,Alone,Heart,,,
1987-07-27,"Shakedown (From ""Beverly Hills Cop II"")",Bob Seger,,,
1987-08-03,I Still Haven't Found What I'm Looking For,U2,,,
1987-08-10,I Still Haven't Found What I'm Looking For,U2,,,
1987-08-17,Who's That Girl,Madonna,,,
1987-08-24,La Bamba,Los Lobos,,,
1987-08-31,La Bamba,Los Lobos,,,
1987-09-07,La Bamba,Los Lobos,,,
1987-09-14,I Just Can't Stop Loving You,Michael Jackson,,,
1987-09-21,Didn't We Almost Have It All,Whitney Houston,,,
1987-09-28,Didn't We Almost Have It All,Whitney Houston,,,
1987-10-05,Here I Go Again,Whitesnake,,,
1987-10-12,Lost In Emotion,Lisa Lisa And Cult Jam,,,
1987-10-19,Bad,Michael Jackson,,,
1987-10-26,Bad,Michael Jackson,,,
1987-11-02,I Think We're Alone Now,Tiffany,,,
1987-11-09,I Think We're Alone Now,Tiffany,,,
1987-11-16,"Mony Mony ""Live""",Billy Idol,,,
1987-11-23,(I've Had) The Time Of My Life,Bill Medley,,,
1987-11-30,Heaven Is A Place On Earth,Belinda Carlisle,,,
1987-12-07,Faith,George Michael,,,
1987-12-14,Faith,George Michael,,,
1987-12-21,Faith,George Michael,,,
1987-12-28,Faith,George Michael,,"A choice of colours : a second anthology of the unsung poetry of the ordinary people of the Dartford and Gravesend areas of North Kent; A people and a nation : study guide; AIDS News (1988), People Of Color Against AIDS Network & Leadership Tomorrow; Alaska people : Vol. 9, No. 11, November 1988; Allotment of petrol pump agencies to SC/ST people in Madhya Pradesh (1-Aug-1988)",
1988-01-04,So Emotional,Whitney Houston,,,
1988-01-11,Got My Mind Set On You,George Harrison,,,
1988-01-18,The Way You Make Me Feel,Michael Jackson,,,
1988-01-25,Need You Tonight,Inxs,,,
1988-02-01,Could've Been,Tiffany,,,
1988-02-08,Could've Been,Tiffany,,,
1988-02-15,Seasons Change,Expose,,,
1988-02-22,Father Figure,George Michael,,,
1988-02-29,Father Figure,George Michael,,,
1988-03-07,Never Gonna Give You Up,Rick Astley,,,
1988-03-14,Never Gonna Give You Up,Rick Astley,,,
1988-03-21,Man In The Mirror,Michael Jackson,,,
1988-03-28,Man In The Mirror,Michael Jackson,,,
1988-04-04,"Get Outta My Dreams, Get Into My Car",Billy Ocean,,,
1988-04-11,"Get Outta My Dreams, Get Into My Car",Billy Ocean,,,
1988-04-18,Where Do Broken Hearts Go,Whitney Houston,,,
1988-04-25,Where Do Broken Hearts Go,Whitney Houston,,,
1988-05-02,Wishing Well,Terence Trent D'arby,,,
1988-05-09,Anything For You,Gloria Estefan,,,
1988-05-16,Anything For You,Gloria Estefan,,,
1988-05-23,One More Try,George Michael,,,
1988-05-30,One More Try,George Michael,,,
1988-06-06,One More Try,George Michael,,,
1988-06-13,Together Forever,Rick Astley,,,
1988-06-20,Foolish Beat,Debbie Gibson,,,
1988-06-27,Dirty Diana,Michael Jackson,,,
1988-07-04,The Flame,Cheap Trick,,,
1988-07-11,The Flame,Cheap Trick,,,
1988-07-18,Hold On To The Nights,Richard Marx,,,
1988-07-25,Roll With It,Steve Winwood,,,
1988-08-01,Roll With It,Steve Winwood,,,
1988-08-08,Roll With It,Steve Winwood,,,
1988-08-15,Roll With It,Steve Winwood,,,
1988-08-22,Monkey,George Michael,,,
1988-08-29,Monkey,George Michael,,,
1988-09-05,Sweet Child O' Mine,Guns N' Roses,,,
1988-09-12,Sweet Child O' Mine,Guns N' Roses,,,
1988-09-19,"Don't Worry, Be Happy (From ""Cocktail"")",Bobby Mcferrin,,,
1988-09-26,"Don't Worry, Be Happy (From ""Cocktail"")",Bobby Mcferrin,,,
1988-10-03,Love Bites,Def Leppard,,,
1988-10-10,Red Red Wine,Ub40,,,
1988-10-17,Groovy Kind Of Love,Phil Collins,,,
1988-10-24,Groovy Kind Of Love,Phil Collins,,,
1988-10-31,"Kokomo (From""Cocktail"" )",The Beach Boys,,,
1988-11-07,"Wild, Wild West",The Escape Club,,,
1988-11-14,Bad Medicine,Bon Jovi,,,
1988-11-21,Bad Medicine,Bon Jovi,,,
1988-11-28,"Baby, I Love Your Way/Freebird Medley",Will To Power,,,
1988-12-05,Look Away,Chicago,,,
1988-12-12,Look Away,Chicago,,,
1988-12-19,Every Rose Has Its Thorn,Poison,,,
1988-12-26,Every Rose Has Its Thorn,Poison,TV Guide Magazine (1989--Revised),"A study of skeletal and dental remains from Watom Island and comparisons with other Lapita people; All male and female persons seventeen years of age or over listed in the city of Everett as of January 1, 1989; Bacharach & David : seventeen solid gold standards; Billboard; Caught in the Cross Currents: What's Happened to Children--and People Who Work for Children--in the Ten Years since the International Year of the Child. A Review of NGO/UN Action for Children 1979-1989, Commissioned by the NGO Committee on UNICEF.",
1989-01-02,Every Rose Has Its Thorn,Poison,,,
1989-01-09,My Prerogative,Bobby Brown,,,
1989-01-16,Two Hearts,Phil Collins,,,
1989-01-23,Two Hearts,Phil Collins,,,
1989-01-30,When I'm With You,Sheriff,,,
1989-02-06,Straight Up,Paula Abdul,,,
1989-02-13,Straight Up,Paula Abdul,,,
1989-02-20,Straight Up,Paula Abdul,,,
1989-02-27,Lost In Your Eyes,Debbie Gibson,,,
1989-03-06,Lost In Your Eyes,Debbie Gibson,,,
1989-03-13,Lost In Your Eyes,Debbie Gibson,,,
1989-03-20,The Living Years,Mike + The Mechanics,,,
1989-03-27,Eternal Flame,The Bangles,,,
1989-04-03,The Look,Roxette,,,
1989-04-10,She Drives Me Crazy,Fine Young Cannibals,,,
1989-04-17,Like A Prayer,Madonna,,,
1989-04-24,Like A Prayer,Madonna,,,
1989-05-01,Like A Prayer,Madonna,,,
1989-05-08,I'll Be There For You,Bon Jovi,,,
1989-05-15,Forever Your Girl,Paula Abdul,,,
1989-05-22,Forever Your Girl,Paula Abdul,,,
1989-05-29,"Rock On (From ""Dream A Little Dream"")",Michael Damian,,,
1989-06-05,"Wind Beneath My Wings (From ""Beaches"")",Bette Midler,,,
1989-06-12,I'll Be Loving You (Forever),New Kids On The Block,,,
1989-06-19,Satisfied,Richard Marx,,,
1989-06-26,Baby Don't Forget My Number,Milli Vanilli,,,
1989-07-03,Good Thing,Fine Young Cannibals,,,
1989-07-10,If You Don't Know Me By Now,Simply Red,,,
1989-07-17,Toy Soldiers,Martika,,,
1989-07-24,Toy Soldiers,Martika,,,
1989-07-31,"Batdance (From ""Batman"")",Prince,,,
1989-08-07,Right Here Waiting,Richard Marx,,,
1989-08-14,Right Here Waiting,Richard Marx,,,
1989-08-21,Right Here Waiting,Richard Marx,,,
1989-08-28,Cold Hearted,Paula Abdul,,,
1989-09-04,Hangin' Tough,New Kids On The Block,,,
1989-09-11,Don't Wanna Lose You,Gloria Estefan,,,
1989-09-18,Girl I'm Gonna Miss You,Milli Vanilli,,,
1989-09-25,Girl I'm Gonna Miss You,Milli Vanilli,,,
1989-10-02,Miss You Much,Janet Jackson,,,
1989-10-09,Miss You Much,Janet Jackson,,,
1989-10-16,Miss You Much,Janet Jackson,,,
1989-10-23,Miss You Much,Janet Jackson,,,
1989-10-30,Listen To Your Heart,Roxette,,,
1989-11-06,When I See You Smile,Bad English,,,
1989-11-13,When I See You Smile,Bad English,,,
1989-11-20,Blame It On The Rain,Milli Vanilli,,,
1989-11-27,Blame It On The Rain,Milli Vanilli,,,
1989-12-04,We Didn't Start The Fire,Billy Joel,,,
1989-12-11,We Didn't Start The Fire,Billy Joel,,,
1989-12-18,Another Day In Paradise,Phil Collins,,,
1989-12-25,Another Day In Paradise,Phil Collins,,,
1990-01-01,Another Day In Paradise,Phil Collins,TV Guide 12/22/1990 (NYC),"A Study of Seventeen School Districts on Probationary Status after a Remediation Process.; Absolutely rapt : a collection of love stories for young people; Alaska people : Vol. 11, No. 2, February 1990; Alaska people : Vol. 11, No. 9, September 1990; An environmental odyssey : people, pollution, and politics in the life of a practical scientist",
1990-01-08,Another Day In Paradise,Phil Collins,,,
1990-01-15,How Am I Supposed To Live Without You,Michael Bolton,,,
1990-01-22,How Am I Supposed To Live Without You,Michael Bolton,,,
1990-01-29,How Am I Supposed To Live Without You,Michael Bolton,,,
1990-02-05,Opposites Attract,Paula Abdul,,,
1990-02-12,Opposites Attract,Paula Abdul,,,
1990-02-19,Opposites Attract,Paula Abdul,,,
1990-02-26,Escapade,Janet Jackson,,,
1990-03-05,Escapade,Janet Jackson,,,
1990-03-12,Escapade,Janet Jackson,,,
1990-03-19,Black Velvet,Alannah Myles,,,
1990-03-26,Black Velvet,Alannah Myles,,,
1990-04-02,Love Will Lead You Back,Taylor Dayne,,,
1990-04-09,I'll Be Your Everything,Tommy Page,,,
1990-04-16,Nothing Compares 2 U,Sinead O'connor,,,
1990-04-23,Nothing Compares 2 U,Sinead O'connor,,,
1990-04-30,Nothing Compares 2 U,Sinead O'connor,,,
1990-05-07,Nothing Compares 2 U,Sinead O'connor,,,
1990-05-14,Vogue,Madonna,,,
1990-05-21,Vogue,Madonna,,,
1990-05-28,Vogue,Madonna,,,
1990-06-04,Hold On,Wilson Phillips,,,
1990-06-11,"It Must Have Been Love (From ""Pretty Woman"")",Roxette,,,
1990-06-18,"It Must Have Been Love (From ""Pretty Woman"")",Roxette,,,
1990-06-25,Step By Step,New Kids On The Block,,,
1990-07-02,Step By Step,New Kids On The Block,,,
1990-07-09,Step By Step,New Kids On The Block,,,
1990-07-16,She Ain't Worth It,Glenn Medeiros,,,
1990-07-23,She Ain't Worth It,Glenn Medeiros,,,
1990-07-30,Vision Of Love,Mariah Carey,,,
1990-08-06,Vision Of Love,Mariah Carey,,,
1990-08-13,Vision Of Love,Mariah Carey,,,
1990-08-20,Vision Of Love,Mariah Carey,,,
1990-08-27,If Wishes Came True,Sweet Sensation,,,
1990-09-03,"Blaze Of Glory (From ""Young Guns II"")",Jon Bon Jovi,,,
1990-09-10,Release Me,Wilson Phillips,,,
1990-09-17,Release Me,Wilson Phillips,,,
1990-09-24,(Can't Live Without Your) Love And Affection,Nelson,,,
1990-10-01,Close To You,Maxi Priest,,,
1990-10-08,Praying For Time,George Michael,,,
1990-10-15,I Don't Have The Heart,James Ingram,,,
1990-10-22,Black Cat,Janet Jackson,,,
1990-10-29,Ice Ice Baby,Vanilla Ice,,,
1990-11-05,Love Takes Time,Mariah Carey,,,
1990-11-12,Love Takes Time,Mariah Carey,,,
1990-11-19,Love Takes Time,Mariah Carey,,,
1990-11-26,I'm Your Baby Tonight,Whitney Houston,,,
1990-12-03,Because I Love You (The Postman Song),Stevie B,,,
1990-12-10,Because I Love You (The Postman Song),Stevie B,,,
1990-12-17,Because I Love You (The Postman Song),Stevie B,,,
1990-12-24,Because I Love You (The Postman Song),Stevie B,,,
1990-12-31,Justify My Love,Madonna,Forbidden channels : the truth they hide from TV guide; TV Guide (1991/07/06) (Philadelphia) The Best And The Worst,"#1 country songs of the 80's and 90's : as listed on the Billboard hot country singles chart; A Hispanic Heritage, Series IV: A Guide to Juvenile Books about Hispanic People and Cultures.; A small business guide to employee selection : finding, interviewing, and hiring the right people; Aboriginal people : history of discriminatory laws; All male and female persons seventeen years of age or over listed in the city of Everett as of January 1, 1991",
